,DNMT3B,CPXM1,LAPTM4B,CDK6,DPYSL3,SOCS2,ARHGAP22,ZBTB46,EMP1,MMRN1,CD34,AKR1C3,NYNRIN,SMIM24,ADGRG1,Z99755.1
03H022,1.0538464268522527,1.4153072922255674,1.5658478186735176,1.331427296520743,0.37106786227173627,0.5646660642520893,0.8998205024270962,0.5751878449276611,2.252416090544274,0.9410142437055697,1.8975721138257307,1.104487111312395,0.8965262174895553,1.606488850442648,1.1936810295412816,0.0
03H024,0.8337843746564789,1.502836638621003,1.722633922533812,1.5157414166693652,0.416640507338281,0.9508514588885464,1.2538224387080734,0.4471580313422192,0.8739015978644614,0.8512583487190752,2.233097687864703,1.5363058723510337,0.7355988996981799,1.8974621380130632,1.2387985627139169,0.0
03H028,0.912753303671323,2.2977386317328024,1.8887970674566807,1.113609151073028,0.021189299069938092,1.3562171342197353,0.7958800173440752,0.8627275283179747,0.320146286111054,0.5276299008713387,1.7495044238761421,2.025182934335449,1.1072099696478683,1.1696744340588068,1.53567380342575,0.0
03H033,1.390935107103379,2.058843414668761,1.557507201905658,1.315550534421905,1.2968844755385471,1.4136349971985558,1.4825877695267675,0.9786369483844743,1.3912880485952974,1.3163897510731954,2.2184041992497217,1.8011978344591488,1.2342641243787893,2.075473964588946,1.7387805584843692,0.0
03H036,1.0090257420869102,1.6552345070342942,1.0056094453602804,1.4962375451667351,0.056904851336472634,0.8115750058705934,0.30749603791321295,0.9380190974762103,1.3126004392612594,1.7368743616484226,2.535268796011048,1.631849462159818,1.1309766916056172,2.3020927158433557,1.303412070596742,0.0
03H041,0.9763499790032735,1.6478717653062325,0.22530928172586287,1.189770956346874,0.30319605742048883,1.2920344359947364,0.7558748556724915,0.4014005407815441,0.9474337218870508,0.7543483357110189,1.7005306569785916,1.0417873189717517,0.7505083948513462,1.6122539060964374,0.3926969532596657,0.0
03H052,0.48572142648158,1.2263420871636308,0.7193312869837267,0.9912260756924949,0.17609125905568124,0.6803355134145632,0.6324572921847242,0.10380372095595687,1.161966616364075,0.3891660843645325,0.5809249756756193,0.9666109866819343,0.28103336724772754,1.1559430179718369,0.5910646070264992,0.0
03H060,0.4871383754771864,0.7788744720027395,0.6963563887333322,1.0350292822023681,0.04921802267018165,0.8767949762007006,0.1903316981702915,0.146128035678238,0.8567288903828826,0.5646660642520893,1.6325585145326718,1.2607866686549762,0.17897694729316943,1.941312625360662,0.5954962218255742,0.0
03H065,0.5224442335063199,1.9222062774390163,0.9599948383284161,1.787460474518415,0.08278537031645007,1.861892690391446,0.23804610312879543,0.8561244442423004,1.9458131265873384,0.2148438480476979,2.8054804682674646,1.9176105257498672,0.04139268515822507,1.7956715059460218,0.7551122663950712,0.0
03H067,0.5932860670204572,1.7907776013376937,1.2124539610402758,1.3081373786380386,0.20411998265592482,0.4082399653118496,0.271841606536499,0.34830486304816066,1.7423322823571483,0.17026171539495738,0.08635983067474821,0.2304489213782739,0.44404479591807633,0.9836262871245346,0.437750562820388,0.0
03H070,1.2030328870147107,1.6865468990630061,1.2521245525056444,1.974097003794131,0.1430148002540951,1.7151673578484579,0.888179493918325,0.416640507338281,1.8203328448994098,0.46089784275654777,0.8356905714924255,1.438384107034714,0.9708116108725178,2.129270860121315,1.8553374044695403,0.0
03H081,1.2068258760318498,1.6967057809339172,1.8365139988906714,1.9598519547996052,0.5237464668115644,1.3098430047160705,1.0751818546186915,0.9876662649262746,1.5351674851149442,1.4363217001397333,2.4256646196831206,1.6575338875579861,0.8088858673598122,2.3675050094181125,1.6344772701607315,0.0
03H090,1.1936810295412816,2.041076719715475,1.473632926873841,1.3594560201209867,0.2304489213782739,1.6843964784190204,1.0920184707527971,0.6866362692622934,0.24797326636180664,1.0406023401140732,0.2764618041732442,1.1598678470925665,0.320146286111054,2.4987928353293385,0.931457870689005,0.0
03H095,0.4548448600085102,1.2659963704950792,0.37106786227173627,1.1420764610732848,0.6473829701146198,0.6085260335771941,0.7528164311882715,0.17318626841227402,1.7632782110189786,0.421603926869831,1.4291060083326965,0.8305886686851442,0.14921911265537988,1.4553017716570764,0.7930916001765802,0.0
