,EEF1GP1,AP001264.1,SPDYE8P,MTCO2P8,LINC02213,AL031432.4,PRSS2,AC005277.1,AC007563.2,AC010157.2,KDR,SPIN4,AP003400.2,NAA35,HRH4,MYC,TEKT2
06H029,0.03742649794062367,0.012837224705172217,0.0,0.0,0.0,0.0,0.45331834004703764,0.008600171761917567,0.004321373782642578,0.0,0.0,0.3856062735983121,0.0,0.012837224705172217,0.0,0.4099331233312946,0.0
06H035,0.02530586526477026,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.008600171761917567,0.004321373782642578,0.20139712432045143,0.07554696139253074,0.004321373782642578,0.0,0.0,0.0
06H038,0.004321373782642578,0.16136800223497488,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.06445798922691845,0.0,0.008600171761917567,0.30749603791321295,0.012837224705172217,0.03742649794062367,0.0,0.10380372095595687,0.0
06H045,0.008600171761917567,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.07554696139253074,0.04921802267018165,0.029383777685209667,0.0,0.11058971029924897,0.0
06H048,0.021189299069938092,0.06445798922691845,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.008600171761917567,0.26007138798507473,0.03342375548694973,0.02530586526477026,0.0,0.07188200730612536,0.0
06H066,0.008600171761917567,0.004321373782642578,0.0,0.0,0.0,0.0,0.021189299069938092,0.03742649794062367,0.004321373782642578,0.021189299069938092,0.0,0.07188200730612536,0.0,0.012837224705172217,0.0,0.13033376849500614,0.0
06H073,0.01703333929878037,0.04921802267018165,0.0,0.0,0.0,0.0,0.029383777685209667,0.01703333929878037,0.05307844348341968,0.012837224705172217,0.021189299069938092,0.46982201597816303,0.0,0.021189299069938092,0.0,0.0,0.0
06H074,0.012837224705172217,0.08990511143939793,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.004321373782642578,0.03742649794062367,0.02530586526477026,0.004321373782642578,0.0,0.13033376849500614,0.0
06H075,0.021189299069938092,0.5171958979499743,0.0,0.0,0.0,0.4913616938342727,0.0,0.0,0.02530586526477026,0.0,0.008600171761917567,0.1931245983544616,0.02530586526477026,0.06069784035361165,0.0,0.1903316981702915,0.0
06H077,0.004321373782642578,0.10037054511756291,0.008600171761917567,0.0,0.0,0.0,0.0,0.146128035678238,0.008600171761917567,0.0,0.004321373782642578,0.06818586174616162,0.04139268515822507,0.10037054511756291,0.0,0.03342375548694973,0.0
06H088,0.02530586526477026,0.20411998265592482,0.0,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.004321373782642578,0.09342168516223506,0.0,0.17026171539495738,0.0,0.19865708695442263,0.0
06H089,0.029383777685209667,0.292256071356476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.5237464668115644,0.012837224705172217,0.02530586526477026,0.0,0.17026171539495738,0.0
06H099,0.012837224705172217,0.17026171539495738,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.0,0.008600171761917567,0.28330122870354957,0.03742649794062367,0.008600171761917567,0.0,0.08278537031645007,0.0
06H103,0.0,0.04532297878665747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.23804610312879543,0.029383777685209667,0.04532297878665747,0.0,0.06818586174616162,0.0
06H106,0.008600171761917567,0.39093510710337914,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.08635983067474821,0.0,0.012837224705172217,0.5301996982030822,0.0,0.01703333929878037,0.0,0.2671717284030138,0.0
06H115,0.012837224705172217,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.012837224705172217,0.004321373782642578,0.35024801833416286,0.012837224705172217,0.06445798922691845,0.0,0.2528530309798932,0.0
06H117,0.021189299069938092,0.1553360374650618,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.0,0.012837224705172217,0.22010808804005513,0.012837224705172217,0.01703333929878037,0.0,0.10380372095595687,0.0
06H133,0.02530586526477026,0.07188200730612536,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.004321373782642578,0.0,0.004321373782642578,0.36361197989214433,0.0,0.021189299069938092,0.0,0.17318626841227402,0.0
06H144,0.012837224705172217,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.008600171761917567,0.0,0.008600171761917567,0.5440680443502757,0.04139268515822507,0.04139268515822507,0.0,0.07918124604762482,0.0
06H146,0.021189299069938092,0.20951501454263097,0.0,0.008600171761917567,0.0,0.0,0.02530586526477026,0.0,0.004321373782642578,0.0,0.004321373782642578,0.18184358794477254,0.012837224705172217,0.12385164096708583,0.0,0.09691001300805642,0.0
06H151,0.04921802267018165,0.34635297445063856,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.012837224705172217,0.008600171761917567,0.21218760440395779,0.0,0.1367205671564068,0.0,0.26245108973042947,0.0
07H003,0.004321373782642578,0.3344537511509309,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.012837224705172217,0.0,0.012837224705172217,0.1643528557844371,0.029383777685209667,0.021189299069938092,0.0,0.16136800223497488,0.0
07H005,0.029383777685209667,0.2148438480476979,0.008600171761917567,0.008600171761917567,0.0,0.0,0.02530586526477026,0.0,0.008600171761917567,0.01703333929878037,0.008600171761917567,0.5634810853944107,0.0,0.07188200730612536,0.0,0.20139712432045143,0.0
07H009,0.012837224705172217,0.09342168516223506,0.0,0.0,0.0,0.0,0.03742649794062367,0.012837224705172217,0.004321373782642578,0.0,0.01703333929878037,0.1931245983544616,0.056904851336472634,0.03742649794062367,0.0,0.09691001300805642,0.0
07H019,0.004321373782642578,0.24303804868629442,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.012837224705172217,0.012837224705172217,0.01703333929878037,0.24303804868629442,0.021189299069938092,0.012837224705172217,0.004321373782642578,0.2304489213782739,0.0
