,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50
11H205,-0.025671689,0.1566335,-0.021353142,0.033070598,-0.09606229,0.012725514,-0.012522467,-0.09588716,0.014170355,0.008331273,-0.0023799913,-0.044033412,-0.1070789,-0.09095246,-0.042838078,-0.09852637,0.023436636,-0.14363518,0.0062410813,0.009013127,0.02631167,0.022129234,0.028306833,0.0070961765,0.05116019,0.087517664,-0.0093394555,-0.13411076,0.13336092,0.08906755,0.010743822,-0.037072223,0.021453945,0.118149824,0.056111977,-0.04642127,-0.003465904,0.002346545,-0.021355242,-0.0006205561,-0.08692538,-0.0072598066,-0.0060824803,-0.0041477773,-0.07564634,0.091324896,-0.0076409937,0.048269738,0.0588435,0.061063852
11H217,0.018972704,-0.0018866537,-0.0021907827,0.043810554,0.08857181,-0.017553356,-0.08058236,-0.03668372,-0.012409886,0.00918134,0.0018773769,-0.10507748,-0.15687512,-0.040456664,0.01082329,0.0843182,-0.07014163,-0.060100317,0.002659633,-0.00090931734,0.01763651,-0.014008916,-0.06664515,-0.0009517034,-0.06880447,0.09157593,0.012145013,0.114492945,-0.14363623,-0.09250541,-0.16673087,0.079889394,-0.00911976,0.055843756,0.023137184,0.10142984,0.0022061486,-0.021195794,0.016176503,0.004829093,0.067053065,0.0034139908,0.0008747369,-0.0037811117,-0.07933386,0.0009022782,0.010560019,0.080739126,-0.0058076284,-0.009577625
11H231,0.005786008,-0.13895574,-0.015146273,-0.1562584,0.100143835,-0.009959531,-0.005108431,0.061283562,0.003048075,0.0025996696,0.005935053,0.020794604,-0.034060713,0.025523817,0.075479165,-0.027210496,-0.037327815,-0.026270067,-0.013897703,-0.004998343,0.045166593,0.01194187,-0.08221363,0.0072731515,-0.048480485,0.093420394,0.005417441,0.13139802,0.027213188,-0.08664373,-0.08289398,0.016280292,-8.7493754e-05,-0.04191221,-0.04317837,-0.026153492,0.014992975,-0.006865616,-0.0016411424,-0.0058604563,-0.0032101956,-0.015048292,0.009433266,0.0026028883,-0.0869223,-0.031338204,-0.0016647086,0.0073796925,0.13218579,-0.085440315
11H234,0.023446541,-0.0709364,-0.06323623,-0.04682699,0.02149998,-0.016140038,0.08327825,0.06517229,-0.00523742,0.005860758,-0.0004198231,0.03024464,-0.012833445,0.016328778,-0.00287315,5.133077e-05,-0.0013676382,-0.00034049805,-0.006098073,0.0038942413,-0.003971217,-0.0045775385,-0.070914514,0.0059206793,0.041373137,-0.00091769884,0.006413474,-0.04633629,0.036664527,-0.028756712,-0.054235537,-0.027124573,-0.0056907195,-0.12283087,-0.015324062,-0.015688516,0.0012717652,-0.038817145,0.006079396,0.006986111,0.062377628,-0.051045742,0.0034309952,-0.008906879,-0.024819532,-0.028861739,0.0010338265,-0.04286924,0.21348682,-0.03584437
11H240,0.034092687,0.011700814,0.08241808,-0.020033529,0.029147716,0.004841044,-0.0674427,0.024981985,0.0008187873,0.008949098,0.0012707163,-0.036174096,-0.02583165,0.042578533,-0.0646401,-0.012329566,-0.09897752,-0.054052692,0.00512263,0.0067186765,-0.06773796,-0.00031380393,-0.049061976,-0.0057847262,0.038017858,0.07911625,0.00019952473,-0.06663904,0.16914545,0.05964747,-0.033222366,0.057372693,0.0040208916,-0.10537394,0.0029662387,0.029096093,0.0006582621,-0.01839369,-0.011987092,0.021396298,0.12841617,0.010652395,0.003160997,-0.0114919385,0.048556462,0.043796364,0.01103286,-0.010049816,-0.109972045,-0.09427419
12H007,-0.026180508,-0.061082125,-0.033653732,-0.14695087,0.14615881,0.0078224065,-0.040050197,0.016399728,0.0037520477,-0.004173898,-0.0069523095,0.052255116,0.12760533,-0.037263658,-0.019594926,-0.016317483,0.031918567,-0.01961527,0.0020586879,-0.003235409,-0.12732524,-0.008667155,0.051545423,-0.0050831735,-0.02258515,0.039496213,-0.010308271,-0.02265289,-0.041322075,0.10280888,-0.024010101,0.060770866,0.012188494,-0.08291375,-0.024661383,-0.022144375,-0.012018688,-0.010272409,-0.0046883966,0.0009599339,-0.0067591467,-0.08540202,0.0021998354,0.009991185,-0.10315786,-0.0075562573,0.012504277,0.04744046,0.13062894,-0.021078281
12H010,0.017512426,-0.10341315,-0.016722213,-0.09629661,0.062091213,-0.0011366267,0.069845706,0.026156576,0.00036742372,-0.009986335,-0.0027119964,-0.051627025,0.07577401,0.06492827,-0.041809954,-0.015771534,-0.04235444,0.019894395,-0.0032186664,0.0014420206,0.038681734,0.011649842,-0.0680679,0.0013875474,-0.009592166,0.08728586,0.0012417851,-0.023943018,0.05470676,0.027844928,0.00502245,-0.011342308,0.0037576663,-0.0514345,0.01528895,0.0082188,0.00080189056,-0.029756946,-0.0076388647,-0.0013722634,0.004657414,-0.009762683,-0.0044955043,0.0009163456,-0.048182454,-0.12338716,0.0031878634,-0.077963,0.16823813,-0.017371507
12H012,-0.0060295244,-0.042033583,0.046890106,-0.057975136,-0.14584969,-0.0038843262,0.10085122,0.016099688,0.008547024,0.0010034479,0.0020428232,0.106598064,-0.0018662708,-0.07239151,0.025763122,0.0069150506,-0.08397889,0.10933382,-0.006363253,-0.005524402,-0.002483656,0.002551869,-0.05596792,-0.009172295,-0.0010386318,0.117142685,0.0009144975,-0.006527216,-0.026675133,-0.0029579618,-0.023722721,0.016220266,-0.0025743921,-0.034466818,-0.027024107,0.02650554,0.013083795,0.02445233,0.0015313963,0.0029902193,-0.03161178,-0.036605615,-0.006755716,-0.0047936672,-0.050381634,0.2810519,-0.0045054974,-0.012623141,0.058073703,0.0844067
12H021,0.007801568,-0.06851082,0.041397244,-0.10750106,0.02491232,0.00038859696,0.044845026,-0.0749039,0.0048669535,-0.011707132,0.004265371,0.0045055277,-0.0005521668,-0.041769028,0.018301874,-0.019161435,-0.053759653,-0.03813835,-0.0011351511,-0.004043205,-0.061712686,-0.009774141,-0.06319756,0.008062851,0.02668827,-0.025318678,0.005409549,-0.017011782,0.05125865,0.018273925,-0.047778577,-0.055306554,0.0010773292,0.019594,0.061945103,-0.05894275,0.007815446,0.060592744,-0.00020818083,0.008592116,0.06553961,-0.08836712,-0.010438323,-0.004945922,0.03636154,0.0003788873,0.005146963,0.04798682,-0.103941455,-0.028949633
12H030,-0.048314184,-0.05488719,0.035792302,-0.086695395,-0.13180402,0.0009325437,0.029346729,-0.07327595,0.008333809,-0.0023879746,0.005158853,-0.026928915,-0.024951879,-0.058913853,0.02898495,-0.023294898,0.07980543,0.0028793258,-0.003058357,-0.001629485,-0.04168377,0.012718978,0.04672071,-0.0040806206,-0.061185356,-0.026194153,-0.0046209204,-0.007396588,0.12996188,0.0028631634,-0.110307336,0.05740021,0.007459504,0.08996387,0.021586157,-0.05402952,-0.0053386716,-0.002400397,-0.013971243,0.0073111895,-0.061994866,-0.029242579,-0.0063144844,-0.013372157,0.055240862,-0.10699222,0.00788733,0.02353834,-0.18693964,0.014174741
12H033,-0.005699152,0.059131075,0.042238586,0.11867835,0.03511244,-0.0039847028,-0.039355945,0.14053924,0.0022966482,-0.010406609,0.0036883228,-0.006491355,0.055759873,-0.009341466,0.03948259,0.06984385,-0.10579845,0.026950296,-0.0032487193,0.00093203026,0.018079212,-0.0011056241,-0.1243883,-0.013636182,-0.0070557706,-0.12524918,-0.0055925488,-0.16691035,-0.038112737,-0.06317508,0.07181848,0.1417522,0.0018103499,-0.062280864,-0.012130759,0.015324486,0.0074112643,0.072852306,-0.002247782,0.0020562357,0.018309353,-0.0021496462,0.008527026,-0.006995895,-0.019844541,0.00070824847,0.01550641,0.08421274,0.04444386,-0.10315327
12H039,-0.00862266,0.090676546,-0.078804925,0.12735558,0.23603183,0.0037790104,0.023687731,0.012000909,0.0071604094,0.0057221674,-0.014479194,0.035136264,-0.102590434,0.09745061,0.111952774,-0.047314785,-0.06535985,0.08624979,0.003452685,0.016326431,-0.037238203,0.035381872,-0.029520115,0.0123600755,-0.07492554,0.024874479,-0.00464557,0.0614249,-0.0077010836,0.0792449,-0.18288566,0.019358577,0.006769867,-0.09056039,0.047673523,-0.052882902,-0.01405164,0.020268736,-0.01806033,-0.0007749654,0.0569255,-0.040797442,0.0013999472,-0.0053404523,-0.121692516,0.039579798,-0.013576937,0.10291227,-0.10503921,-0.0041486197
12H042,0.05516838,-0.1179555,0.008476657,-0.014330548,-0.012128727,-0.0056969435,-0.06470577,-0.057351682,-0.007984268,0.010079805,-0.0056402897,0.032968435,0.17025036,0.0017627825,0.019945135,-0.0050796433,0.20239757,-0.045223914,0.0061670276,0.012518857,-0.030011937,0.014933998,0.046583038,0.010439888,0.05036399,0.02568128,0.0003893271,-0.0799122,-0.106615596,-0.05412906,0.00012723364,-0.11030593,-0.00087660196,-0.054303296,-0.020905938,-0.015911063,-0.0006348297,0.08022168,-0.0063155466,0.010776562,0.044951104,0.031972166,0.0025053718,-0.007718821,-0.05035644,-0.004941659,-0.011677409,0.09987446,-0.12164292,-0.009256684
12H044,0.010902637,-0.10432377,0.041596994,0.020106196,-0.05041773,0.0049040327,-0.067362435,0.024685768,0.011330408,-0.0016726272,0.006764526,0.06640633,0.10015685,0.026403219,-0.007609832,0.006076068,0.15604779,-0.07981419,-0.0040634973,-0.007779119,0.03176419,0.0023445024,-0.07503648,-0.0005662827,0.0024842275,-0.005714661,-0.011150714,-0.102754995,0.03874564,-0.037920494,0.05212725,-0.0665863,-0.0021185824,-0.120931506,0.0027112218,-0.037186198,-0.0036749728,0.0047761598,0.0019646625,-0.0024917861,0.06915698,-0.022017108,0.0043750224,-0.0122287795,-0.030976623,0.036307577,-0.010432694,0.031588376,-0.08045095,-0.0062487507
12H045,0.007853555,0.17902909,0.108193815,0.025902392,-0.030033056,-0.0014127296,-0.0024381974,-0.016753415,-0.0006678682,0.011111026,0.0133060245,-0.037210982,-0.09399427,0.024171641,-0.0100813145,0.061189424,0.21115652,0.061681256,0.0031399822,-0.012882837,0.0022490507,-0.0030682613,-0.049363423,-0.004044913,0.015236817,-0.014077107,0.010640546,0.014044183,0.031735685,0.016605536,0.0151635185,-0.13306217,0.00023498484,-0.17538491,0.015007577,0.0043831146,0.0101021305,-0.038937666,0.013955728,-0.009758844,-0.08472602,0.020180153,-0.013144354,0.00053683313,0.027210673,0.06852732,0.0041484875,-0.03450472,-0.07321349,-0.024770021
12H055,-0.037773773,-0.053863715,0.096763596,0.039471738,-0.06623953,-0.015722094,-0.0761391,0.034763396,-0.011871931,0.0002965313,-0.003931465,0.07172,-0.025005473,-0.025793185,0.0070937118,0.059767,-0.1228662,0.033694044,-0.010977937,0.0020375287,-0.03516791,-0.012303381,0.11641223,0.016184466,-0.020938845,0.008660194,0.01261441,0.15497656,-0.024935521,0.052683033,0.21109135,0.04249162,-0.013576279,-0.035622686,0.037493985,-0.1479201,-0.0002739259,0.05951693,0.012626607,0.0080203125,0.020553995,-0.05390854,0.0015577364,0.0018322339,0.0011235527,-0.09324257,0.004515108,0.07827005,-0.07607856,0.03215803
12H056,-0.0068836077,-0.07092172,0.027005192,0.027636442,-0.001161983,-0.0064111045,-0.005490998,0.012433935,0.0025371807,0.005324887,0.012298787,-0.056580823,0.00046565404,0.027934512,0.032971945,0.091149166,0.0006617075,0.041205965,-0.0019990604,-0.009156468,-0.022883838,-0.0013796877,-0.023305403,-0.0060362234,0.013995952,0.034003496,0.0078235045,-0.008384118,0.0046911743,-0.04502199,-0.09400024,0.037298646,0.0013406187,-0.12582634,-0.00292301,-0.09799391,-0.0041827452,0.015873745,0.0024614173,-0.00096277584,-0.052395597,0.011393053,-0.0043563973,-0.003406999,-0.026791781,-0.051924065,0.011888762,0.0018177318,0.20895816,-0.010487759
12H057,0.019271085,-0.06784877,0.09090842,-0.04448749,0.009015396,-0.019598046,0.058197696,0.047396578,-0.0069998405,0.0029672284,-0.0154504655,0.1291559,-0.14882372,-0.07545085,-0.017400911,0.08597395,0.13141541,0.005238604,-0.0059918333,0.014548056,0.0071137007,0.008215564,-0.036634754,-0.0054473644,-0.0030240726,0.002992956,0.0009936988,-0.018557288,-0.02781519,-0.020330619,-0.04436219,0.031040162,-0.029011814,0.11986444,0.023819389,0.096450835,-0.0097117685,0.0036354477,0.0020170205,0.011950974,0.015679097,-0.010506781,0.014051839,-0.0015174164,0.078312986,0.10773617,-0.014455794,0.07169294,0.12331473,0.047268536
12H058,-0.030516684,0.031252727,-0.0012211227,-0.032055616,-0.09046534,-0.0026427652,0.084786765,0.030193906,-0.0075466763,-0.0138517,0.005481646,0.0019880312,-0.008634411,0.072013795,0.112521835,0.035799585,-0.114048205,-0.07289179,0.004638419,-0.00058703666,0.006648807,-0.006246531,0.022606146,-0.003941491,-0.014711718,0.0577567,-0.0017652324,-0.062177587,0.006565554,0.037414834,0.09962731,-0.06506134,-0.0059830192,0.009541616,-0.00016139362,-0.041061576,0.016420143,0.051905442,0.006497588,0.00013459894,0.08031325,0.038947716,-0.00095985865,0.013637084,0.02019881,0.13826652,0.0027549823,-0.038815808,-0.022567865,-0.02602454
12H079,0.07376782,0.11835408,-0.093602665,0.14412503,-0.029162362,0.009150933,-0.04027378,0.011446788,-0.0015115034,0.014220982,0.006910347,0.076737225,0.11701809,0.022220163,-0.005717272,0.055618383,-0.03366563,0.06167555,0.018037813,0.00028410117,0.0004903591,0.00046737245,0.1302175,0.007535319,0.03367861,0.05823499,0.014904587,0.0140087595,-0.10933437,-0.00614895,-0.14412405,0.108882636,0.014304313,-0.11930047,-0.052403625,0.029976845,-0.010173922,0.100630276,0.007070234,0.0057482165,0.034733213,-0.032198995,-0.01678716,-0.0075464468,0.035885297,-0.122802876,0.018516216,-0.044876847,0.106071904,0.020007253
12H091,0.07386006,0.067802764,0.013916461,0.118531786,0.020086428,0.00027672836,0.02221222,-0.013615071,0.005367177,-0.015803669,0.008813765,0.006876394,-0.06165235,-0.027838254,0.016509794,-0.018851083,-0.13363454,-0.0023375473,0.008617696,-0.0042272164,0.08136014,0.007783315,-0.12276119,0.008230323,0.013126903,0.10227525,0.005723516,-0.15199243,-0.15472075,-0.059222557,0.0026303416,0.006422883,0.005073063,0.11440703,0.005279082,-0.06667776,0.01370147,0.04098798,-0.0024475695,0.0065490715,0.038986415,0.0642896,-0.015784962,-0.0043599945,0.039683245,-0.17491727,0.00023508027,-0.07024156,0.030671718,-0.013037534
12H096,-0.047477562,-0.026649956,-0.089354575,-0.03823114,-0.16932318,0.003171714,-0.122156925,0.00052774744,-0.006695316,0.011324467,-0.012447322,-0.14692263,-0.062398843,-0.015908245,-0.046331823,0.0533755,-0.13743725,0.0872794,0.00052077876,0.010939816,-0.011256218,0.006954122,-0.02077925,0.0001799379,-0.029188534,0.14966697,-0.006723634,0.025741264,-0.096600726,0.008219277,0.19545215,0.12375942,0.00066004455,-0.0079238,-0.014144562,-0.028581709,-0.01707474,-0.036462814,-0.00810878,0.008404531,-0.050790794,-0.018714687,0.00836465,-0.010249532,-0.044829465,-0.031789564,-0.005769315,0.11108597,-0.10557596,-0.032170445
12H106,0.020557033,-0.07487243,0.06034411,-0.056789752,-0.17784458,-0.0047320738,0.03371377,0.028899534,-0.00037402433,-0.011226801,-0.009925719,0.05469448,0.0014995994,-0.017272359,-0.031589333,0.04347037,-0.06284393,0.062446397,0.0005555765,-0.0013207424,-0.14460422,0.0031718477,-0.08050207,-0.006895151,0.011185072,-0.07664677,0.0037076692,-0.08336155,-0.01116137,-0.03301192,-0.03455441,-0.00895933,0.0013928195,0.017869184,-0.04548456,0.11471954,0.0071111023,-0.004012233,0.00044852632,0.00097411656,0.010333647,-0.07287684,-0.0026085798,0.013485709,-0.09093056,0.1241554,0.0010213419,0.004144697,-0.037525337,0.045810092
12H116,0.015338573,-0.06372808,-0.045406226,0.051085144,-0.020623004,0.0035627317,0.06262422,0.051174358,-0.012274587,0.01884187,-0.0053231274,0.0045153415,-0.01911746,-0.044537034,-0.0152238775,0.010715065,-0.10338989,-0.023966953,0.0002967925,0.0032088303,0.09445495,-0.005973352,-0.0770087,0.0080868965,0.04334734,0.06954029,0.002425381,-0.09439257,-0.10640652,-0.028975286,-0.0102422545,0.035063438,-0.0057155387,0.044727188,-0.011296725,-0.047372386,-0.021594886,0.041708365,0.013472735,-0.0024046171,0.034326106,0.005334702,3.4620339e-06,-0.014050571,-0.098859236,-0.172836,0.0012228187,-0.024608634,0.0090849,-0.048907142
12H117,-0.037565004,0.22205742,-0.11399266,0.10223528,-0.045915805,-0.006988404,-0.04130644,-0.08780103,-0.0033882295,0.011436058,0.008128657,-0.055070955,-0.044070236,0.13331191,0.014704918,0.109119356,-0.260982,-0.10464439,-0.0030048694,-0.0049398867,-0.15422736,0.007873004,0.025838636,0.0024815234,-0.077330664,-0.0050827046,0.012028026,0.25211033,0.1619474,0.044554774,-0.04449668,0.026834652,-0.0076363175,-0.044068854,0.020912334,0.039078377,-0.0064840247,0.028213397,0.0017280199,0.002099346,-0.0031990781,-0.01115775,-0.004990456,-0.009581591,-0.13631254,0.066197604,-0.00041342902,-0.08937051,0.104820445,0.02754975
12H124,-0.01910497,-0.0047919503,0.04094556,-0.122234866,-0.0025027818,-0.015364059,0.024141494,0.0038930369,-0.0064675086,0.0055213515,-0.00046920803,0.013392798,0.0144755915,-0.038780767,0.021231601,-0.016183225,-0.06470044,0.0034739908,-0.011009039,-0.0006954514,0.013418214,-0.005456915,0.016704585,-0.0018332878,-0.035638545,0.031103805,-6.3594525e-05,-0.054739077,0.03973729,-0.030446898,0.12290664,0.031202199,-0.014798984,0.0008394829,0.06320189,0.019779189,-0.0023096092,-0.016747486,0.0030209827,0.0033932342,0.08116204,-0.007460873,0.0050474117,0.00572873,-0.008924689,-0.08151015,-0.007553693,0.025100198,0.10506322,-0.014289184
12H138,-0.024208063,0.042779755,-0.009964651,0.011365775,-0.023393933,0.008751359,0.02386085,0.039276283,0.004478322,-0.008883095,0.0013818981,0.0085400585,0.01603853,-0.018419115,-0.10762753,0.091557525,-0.06047608,0.093721196,-0.0045745526,-0.0050955354,-0.046475884,-0.004954865,-0.00095569814,0.0049282215,0.017451456,0.060581334,-0.007101049,-0.09808404,0.045179572,0.005805471,-0.047964636,-0.04828205,-0.009165895,-0.0020776684,-0.082954735,0.06259938,-0.0030107824,-0.012188075,0.0007677879,-0.00093189295,0.07573156,-0.017079307,0.00903691,0.0031315726,-0.024089599,0.18925975,-0.013806234,0.043624613,0.037104372,0.005893354
12H139,0.032766134,-0.22475356,0.016062714,0.18597873,-0.050038695,0.012389305,-0.07613996,0.058284055,0.0003739277,0.010377856,-0.00047559573,-0.10274586,0.10746382,0.108129695,-0.050493687,-0.17178485,-0.02907623,0.06544357,0.0014972336,-0.00065293076,-0.14224887,0.0035362053,0.08406523,0.0007018004,0.014634587,0.015908495,-0.012499507,0.04770662,-0.105359666,0.07579094,0.0030625646,-0.11793106,0.008126639,-0.1488597,0.07744231,-0.04247417,-0.0035442363,-0.04762681,-0.00913833,-0.012523719,-0.029130947,0.08063795,0.0059888703,-0.013267883,0.029386664,0.042868316,-0.00024887308,-0.06880715,0.018085042,0.07282666
12H148,-0.03351339,0.045146964,0.006030788,-0.017763639,-0.08737855,-0.00023217064,0.008055829,-0.055117354,0.009384634,-0.002690489,0.0044539743,-0.004492817,-0.08854258,-0.0544885,0.00059742696,0.0019612936,0.080309056,0.041576587,0.0002611804,-0.008747221,-0.084131375,-0.0132343555,-0.10127948,0.0037584829,0.122040935,-0.043611318,0.001407887,-0.07308323,0.060869645,0.0018448945,-0.11211988,0.00039949763,-0.0012214766,0.15425138,-0.031616986,-0.014947483,0.006174145,-0.010366155,0.0052708294,0.0029258535,-0.033234898,-0.025391733,-0.0019018103,0.0006766824,-0.0108256675,0.108928464,0.0014729378,-0.03358048,0.031764105,-0.009068274
12H149,0.012596928,-0.0053407503,0.04815953,-0.024503587,-0.019142544,0.0119892415,0.045510564,-0.0596743,0.012474225,-0.0077566844,-0.015065386,-0.0045888657,-0.055691034,0.008510358,-0.023182316,0.012039633,-0.05415402,-0.032112654,0.004758262,-0.0033594386,0.048170943,0.003818593,0.03493982,-0.0033910668,0.030608851,0.00317626,-0.006699234,0.06509581,0.19641571,-0.10894937,-0.2271629,0.03777634,-0.0016939905,-0.08119807,-0.0032683618,-0.033027247,-0.004589312,-0.07752321,0.0024574131,0.0036957383,0.0018120453,0.088474184,0.007926103,-0.005172552,0.061327487,-0.026353188,-0.0074363234,0.038904577,-0.18181586,0.04274245
12H151,0.07910418,-0.0420747,-0.057651263,-0.053411543,-0.13608924,0.003584802,-0.013487486,-0.1368403,-0.0141734835,-0.0051133693,-0.01242442,-0.0022356838,-0.023132963,-0.14334567,0.0009899884,0.011788752,-0.05620946,0.057636272,0.0026272596,0.0114882225,-0.020647403,-0.0044037383,0.06728002,0.004727348,-0.04625429,0.004187353,-0.0001892695,-0.032856822,-0.0038271882,-0.04658349,-0.09635349,-0.0083061475,0.004950172,0.081343934,0.01357368,-0.0015352214,0.010332959,-0.012489354,0.008310158,0.0039631445,-0.07901137,0.05472364,-0.00079618435,-0.009127931,-0.02165727,0.02077297,0.0060499134,0.036821824,-0.12386959,0.04119813
12H165,0.09858636,-0.14686055,-0.08864883,0.08417565,0.004159127,0.0056940895,-0.06079252,-0.010939668,0.003637307,0.00023511576,-0.008448333,-0.039595116,0.0634743,0.0370861,-0.0233767,0.079757385,0.18058027,-0.017371887,0.009674446,-0.0032816709,-0.020510433,-0.0002715952,0.023002964,0.0046517835,0.040919717,-0.0044533317,-0.0030071551,-0.03451652,0.029086923,-0.021672798,-0.044533275,-0.0817021,0.0023857867,-0.021228204,0.017900921,0.029853174,0.0021517426,0.088028125,-0.0015358354,-0.0054084337,0.099228546,0.019748297,0.0023049111,0.0029298863,-0.06786073,0.039282728,-0.004703248,0.03297642,-0.17062037,0.013617327
12H166,0.09189366,0.04567591,-0.0111864805,-0.01774324,-0.06577626,0.00076141936,0.1131875,0.030952299,-0.004658756,-0.012893435,-0.007696137,0.05072124,-0.06590038,-0.085191555,-0.02983669,0.084190264,0.22950608,0.10779186,-0.004891899,0.0025264283,0.07093205,-0.0053086053,-0.05263311,0.0048145857,0.04700753,-0.05177086,-0.0021444638,0.050466146,-0.14692532,0.04575012,0.094185516,-0.12623155,-0.0010226596,-0.13048181,0.012439549,0.10107677,0.0048227417,0.008908933,0.0015815545,-0.0036089155,-0.08672514,-0.052726664,0.004265095,0.0064258706,-0.039742023,0.13215002,0.0064217793,-0.049477417,-0.06749188,0.00038074897
12H170,0.06674741,0.09192166,-0.024623405,-0.0014749711,0.07396167,-0.00830685,-0.09840588,-0.1313603,-0.0015295005,0.014367679,0.008720641,0.027349828,0.09668596,-0.16531757,0.013096964,-0.015601636,-0.21350445,0.026187502,0.0009305573,-0.0030306182,0.019968025,0.0023137843,-0.049769595,-0.004210817,0.014256312,0.016192986,0.0073200124,0.06485834,0.0059960485,-0.020394523,-0.12064181,-0.061353862,0.002444127,0.077162705,-0.0055000084,-0.022729488,-0.018994018,-0.013411795,-0.0027933482,-0.0021169758,-0.018378196,-0.05646678,-0.0024503332,0.011786712,-0.033032436,0.13826953,0.005151146,0.049876437,-0.03597675,-0.007709307
12H171,-0.031551953,-0.08368611,0.031964183,0.00859835,0.04948607,-0.006422448,0.009599467,-0.06442796,0.0004431715,0.0037808968,0.0072846874,-0.055919103,0.015439422,0.061320707,0.043565992,0.13639373,-0.016248226,0.044010974,-0.0160012,-0.0073642684,0.00886596,-0.0070574977,-0.008473137,0.0057756547,0.0184748,0.029506827,0.0047685495,-0.0034112507,-0.028751299,-0.04636866,-0.09167227,0.07884067,-0.009688549,-0.059340537,0.048663788,-0.018251603,0.02263762,0.018743379,0.024100346,0.008547251,-0.001032377,-0.04777262,-0.002408731,-0.016142454,0.008556959,-0.112117425,-0.012148734,0.048742816,0.12178981,-0.01604829
12H172,-0.02858607,0.117651016,0.014168722,0.09675751,0.18055473,0.0058667627,0.036822643,0.053581167,-0.012541301,-0.00066992256,0.008273988,0.060554728,-0.048148554,0.09250156,0.063557364,-0.13277186,-0.0033672466,0.08268486,0.0037515112,-0.00050117174,-0.0058917054,-0.012686623,0.0848263,-0.010206828,0.01793579,-0.01435928,-0.003784478,-0.018105933,0.0793079,0.043347556,-0.09727996,0.11236353,-0.0025290556,-0.21658903,0.058431577,-0.050209407,0.011773707,0.0045367028,0.015917124,-0.015463942,0.055829614,0.11659255,-0.0066823317,0.00074178027,-0.044811647,0.068561405,0.0035847682,-0.13108414,-0.045171466,0.0584779
12H173,-0.0057986807,-0.11240083,0.11756156,-0.0962842,-0.11793591,0.0010142293,0.12267407,0.014345113,-0.016850114,-0.01954801,0.011336816,-0.054818954,0.090274744,0.08476297,0.043023866,0.049950916,-0.03726306,-0.16702491,0.02449598,-0.0020574601,-0.025458766,-0.003859717,0.033170603,0.001243067,0.017489625,0.032056678,0.011719939,0.002261326,-0.021746483,-0.07423816,-0.049127627,0.08900554,-0.001400706,-0.11135208,-0.006603684,-0.045790534,0.017698523,-0.015263634,0.0029360075,-0.0066733924,0.008206281,0.065031685,-0.0065163886,0.018106448,-0.088098496,-0.10648099,0.02438542,0.0034958352,0.056089833,0.092634164
12H175,0.00066816603,0.08362922,0.06401708,0.09467528,0.12945995,0.0008887925,0.021166606,0.035426278,0.006147629,-0.0044239094,0.009695012,0.071123704,-0.0964532,0.088050246,-0.009694878,-0.1078949,-0.021743499,0.051964823,-0.009231951,-0.013346439,-0.008426651,0.0029455882,0.1259184,0.004012126,0.012212474,-0.008598417,0.008208887,-0.057615623,0.1080362,0.026398506,-0.1563026,0.07325896,0.0066746366,-0.17716183,0.015975026,-0.058945514,0.009840519,0.021457922,0.005178055,-0.006349536,0.020021655,0.14462583,-0.0005403539,-0.0026095558,-0.0005555796,-0.021022929,0.0070197564,-0.048234414,-0.036346365,0.008207854
12H180,0.08655349,0.1607194,-0.039382145,-0.0086961845,0.051770113,-0.009166847,0.031746607,-0.0021441516,-0.0045997817,0.00063766824,0.0062384694,-0.025622245,-0.04558825,-0.088435076,0.053206433,0.036113564,0.2266119,0.093241416,-0.01467699,-0.002334284,-0.017712807,0.0025698824,-0.0035324837,0.0035687345,0.046227973,-0.031606134,0.012036811,0.14429721,-0.041880377,-0.023890942,-0.0053080013,-0.08291949,-0.0021968922,-0.16004391,0.03436909,0.054890886,0.005496027,-0.009690907,0.006722544,-0.0071642036,-0.027728193,-0.07067216,0.0027826137,0.0009254768,-0.04298384,0.025533617,0.0017929766,0.041615132,-0.15241542,0.017250288
12H183,0.0008376024,0.04611879,0.061893843,-0.049037356,-0.11370937,0.0013185657,0.061895136,0.05526741,0.0055819987,0.0074448106,0.0056348043,0.011387343,-0.01646558,-0.07210287,0.005633807,0.040973064,0.22459793,0.08147251,0.000111976246,-0.0023847597,-0.0013698103,0.0012982829,0.0020743636,-0.009308946,0.049928326,-0.052223854,-0.009309199,0.0901418,-0.11756048,0.059741393,0.07160729,-0.15499134,0.0022566873,-0.14949709,0.019626081,0.057687636,-0.015299702,0.0098864455,-0.0122101335,0.007417978,-0.12298015,-0.028201168,0.0009624142,-0.011207907,-0.027060557,0.14584754,0.001359294,-0.014121032,-0.070361674,-0.03847203
